date,open,high,low,close,volume,change
2019-01-07,35.680968997183946,35.712164022660176,35.00910064390775,35.4962043762207,219111200,
2019-01-08,35.887333897563316,36.42962947388521,35.63778464027578,36.17287826538086,164101200,0.019063274540234154
2019-01-09,36.30244957599175,37.07989779637121,35.90413079760239,36.78715515136719,180396400,0.01698169776482006
2019-01-10,36.59279245953916,36.94552327648643,36.199270116593745,36.90473175048828,143122800,0.0031961318736744015
2019-01-11,36.683979085725994,36.88073844481774,36.355241315092904,36.54240417480469,108092800,-0.009817916524452186
2019-01-14,36.196873593359875,36.297653308412215,35.80574944147064,35.99291229248047,129756800,-0.015037102640966471
2019-01-15,36.05769631739337,36.80634763334941,36.00490642599771,36.72956466674805,114843600,0.02046659543083096
2019-01-16,36.73196007497554,37.40382837309907,36.71276341944199,37.17827224731445,122278800,0.012216523245989652
2019-01-17,37.000702634651766,37.830940520951266,36.77514652895356,37.399024963378906,119284800,0.0059376808743552
2019-01-18,37.79254916099043,37.88373235600699,37.42782004231173,37.6293830871582,135004000,0.006159468702856996
2019-01-22,37.531004981187344,37.60778794596194,36.62158214218856,36.784751892089844,121576000,-0.022446054805416282
2019-01-23,36.988701728945586,37.22625618464834,36.400818433820625,36.93351364135742,92522400,0.004044114520711739
2019-01-24,36.979119482978994,37.067900831317246,36.41043262122145,36.640785217285156,101766000,-0.007925821163802693
2019-01-25,37.30784661691929,37.943723500217025,37.029504253800646,37.85493850708008,134142000,0.03313666130774262
2019-01-28,37.382229932664366,37.511806442464945,36.87113316579313,37.504608154296875,104768400,-0.009254548193696865
2019-01-29,37.49261808693367,37.94373043939997,36.97911933607057,37.11589050292969,166348800,-0.01036453040031704
2019-01-30,39.172281902965366,39.868143332857954,38.44762365666215,39.65218734741211,244439200,0.06833452761377834
2019-01-31,39.858540242535256,40.55200334860923,39.48661285232675,39.93772506713867,162958400,0.007201058474399558
2019-02-01,40.06250421179466,40.54720602728211,39.81534956349769,39.95692443847656,130672400,0.0004807327233991021
2019-02-04,40.170482382630375,41.190281357551605,40.13928735998874,41.09189987182617,125982000,0.028404974839772335
2019-02-05,41.47822435815479,42.0109196513549,41.35584979780956,41.794960021972656,144406400,0.01710945836866795
2019-02-06,41.90773833023243,42.12849804015057,41.475826391718094,41.80936050415039,112958400,0.0003445506867374437
2019-02-07,41.36784215097995,41.7373713427022,40.87354019708036,41.017513275146484,126966800,-0.018939472392200285
2019-02-08,40.723518239061484,41.125957428845375,40.58615683951316,41.065711975097656,95280000,0.0011750761102422569
2019-02-11,41.21993322745405,41.25849119384181,40.78616529831686,40.82954025268555,83973600,-0.0057510684961538105
2019-02-12,40.99100721424482,41.20788937168059,40.894612284314015,41.18138122558594,89134000,0.008617314099617968
2019-02-13,41.30187788620379,41.564547212327184,40.94763428315657,41.01028823852539,89960800,-0.004154619926984071
2019-02-14,40.89702916655543,41.27054807215375,40.81750471911129,41.159698486328125,87342800,0.003643238178032915
2019-02-15,41.268134389847646,41.37657546742476,40.90666167986358,41.068119049072266,98507200,-0.0022249783313227356
2019-02-19,40.8970189514602,41.31391639566571,40.84400266640631,41.19101333618164,75891200,0.002992449860256041
2019-02-20,41.25368421818971,41.76697674442135,41.20548858275704,41.45610809326172,104457600,0.006435742546960332
2019-02-21,41.40067895140471,41.538036681826824,41.039206207958955,41.22235107421875,68998800,-0.0056386629086623286
2019-02-22,41.34766780935555,41.689861607891906,41.29947217297279,41.68263244628906,75652800,0.01116582048514414
2019-02-25,41.9693926459433,42.38146947925928,41.91878484824437,41.98625946044922,87493600,0.0072842571675721945
2019-02-26,41.86095316747956,42.24411337509234,41.730820926760416,42.01036071777344,68280800,0.0005740272563914406
2019-02-27,41.74045310645213,42.17180884760233,41.624779211822535,42.140480041503906,111341600,0.0030973150791209214
2019-02-28,42.00795755249567,42.15013596046315,41.670580758686526,41.72600555419922,112861600,-0.009835542615947324
2019-03-01,41.998307086056464,42.20796007177447,41.66334253691269,42.16458511352539,103544800,0.010510940443519967
2019-03-04,42.33809760394631,42.834519577238275,41.92360856900352,42.37665557861328,109744800,0.005029587378054368
2019-03-05,42.39834490887119,42.412803230728926,42.060968131463056,42.29954147338867,78949600,-0.0018197307968665921
2019-03-06,42.09229814942699,42.2899050260375,41.916382433313785,42.05615234375,83241600,-0.005753942505305698
2019-03-07,41.899502701717225,42.03686408718805,41.45368859592785,41.569358825683594,99185600,-0.011574846745074363
2019-03-08,41.04403260203549,41.70673272416934,40.846425709704434,41.668174743652344,95997600,0.0023771335608788746
2019-03-11,42.289892075637994,43.16465339896371,42.25615477497378,43.111637115478516,128044000,0.03464184310223639
2019-03-12,43.37672541720654,44.020146402977566,43.224905701577335,43.59601974487305,129870400,0.01123554246147207
2019-03-13,43.9189354765531,44.171967115951375,43.598429223594046,43.7888069152832,124130000,0.004422127789150521
2019-03-14,44.316559275846814,44.36475858592282,43.993644490047664,44.27559280395508,94318000,0.011116673939384647
2019-03-15,44.545499106224305,45.143133100364764,44.27800908965036,44.85154342651367,156171600,0.01300830968223976
2019-03-18,44.774422535505614,45.39856456184252,44.77201036398671,45.30940246582031,104879200,0.010208322932226732
2019-03-19,45.3889212609613,45.54314945826675,44.80333360377213,44.95033264160156,126585600,-0.007924841306164221
2019-03-20,44.87804660429668,45.663649748519624,44.51657384775464,45.343143463134766,124140800,0.008738774519538417
2019-03-21,45.79137316736002,47.31196808575816,45.740765359833844,47.01314926147461,204136800,0.03683039310447467
2019-03-22,47.07339177521336,47.63970057043615,45.974515172398235,46.039581298828125,169630800,-0.020708418345509183
2019-03-25,46.150431022671995,46.26369278205165,44.96721297855334,45.482913970947266,175381200,-0.012091059739829269
2019-03-26,46.1865846593346,46.48058282581609,44.48043263121117,45.01300048828125,199202000,-0.010331648560735984
2019-03-27,45.4853174788711,45.72870778772063,44.95515822248253,45.417842864990234,119393600,0.008993898925142352
2019-03-28,45.53351698606589,45.68051605249383,45.19132322163008,45.478092193603516,83121600,0.0013265563666768898
2019-03-29,45.7455813428377,45.80582680048611,45.43471272220102,45.774497985839844,94256000,0.006517551153520484
2019-04-01,46.18175273139302,46.19139038562483,45.39615337478747,46.08536148071289,111448000,0.0067911939737539395
2019-04-02,46.049212382113836,46.86132356798077,46.039574727802865,46.75529098510742,91062800,0.014536709333936804
2019-04-03,46.56973853673256,47.35292948236972,46.54563888295352,47.075801849365234,93087200,0.006855071533185431
2019-04-04,46.94085566281217,47.32160744911965,46.54323705811505,47.15774154663086,76457200,0.001740590580439072
2019-04-05,47.34087845122177,47.497518842619115,47.21556687352205,47.473419189453125,74106400,0.006694078903463074
2019-04-08,47.33365154962828,48.25179175187131,47.31437256159358,48.22046661376953,103526800,0.01573612006616054
2019-04-09,48.27348885186166,48.8831726747558,48.010815825020394,48.07588195800781,143072800,-0.0029984084749696827
2019-04-10,47.878266468116536,48.37469210851476,47.75777555752382,48.34577178955078,86781200,0.005613830065118952
2019-04-11,48.40120804167234,48.437353849828206,47.82044087669237,47.94334030151367,83603200,-0.008324026551668195
2019-04-12,48.00358145472716,48.23010497106743,47.28304811153664,47.92405700683594,111042800,-0.00040221007874008396
2019-04-15,47.85416652271516,48.16021443981917,47.71680513103012,48.01080322265625,70146400,0.001810076634537472
2019-04-16,48.066236616060586,48.52650910898006,47.84935076647746,48.015628814697266,102785600,0.00010051054590021202
2019-04-17,48.08551029705093,49.01088327182174,47.86139897154168,48.95063781738281,115627200,0.019473013803358752
2019-04-18,48.9482247162819,49.19643568968918,48.803637834628795,49.12655258178711,96783200,0.0035937175131521837
2019-04-22,48.87834886514104,49.386820713523356,48.76026643539942,49.28801727294922,77758000,0.0032867091761283884
2019-04-23,49.26391368057868,50.0639751201865,49.13619360500493,49.99890899658203,93292000,0.014423216087107171
2019-04-24,49.96998288335066,50.239881304794345,49.89527911863608,49.92178726196289,70162400,-0.0015424683491476188
2019-04-25,49.84228026066981,50.06639163318008,49.4301996479654,49.46875762939453,74172800,-0.009074787931591888
2019-04-26,49.37717661670633,49.4012762710896,48.70724740827054,49.23258972167969,74596400,-0.004774082047585337
2019-04-29,49.25668894622489,49.635032217856796,49.12656036441307,49.30729675292969,88818800,0.001517430459627045
2019-04-30,48.93376883331652,49.015701771376925,47.981891359262015,48.35782241821289,186139600,-0.01925626422950033
2019-05-01,50.577270485520394,51.88580013059414,50.42063008100599,50.73149871826172,259309200,0.04908567386514151
2019-05-02,50.56762616452152,51.24478451634202,50.15554929569771,50.40134811401367,127985200,-0.006507803092543063
2019-05-03,50.82065998145913,51.04959199354965,50.66161108489858,51.02790451049805,83569600,0.012431342016230085
2019-05-06,49.23016911686692,50.32663701584307,49.03979511737769,50.23988342285156,129772400,-0.015442944310683271
2019-05-07,49.613340499386766,49.98445090088091,48.39638151848712,48.88557434082031,155054800,-0.026956851603983645
2019-05-08,48.65422464795494,49.48320264019552,48.618078848271985,48.895206451416016,105358000,0.0001970338024168683
2019-05-09,48.292760905149756,48.601217376657424,47.39149114628159,48.369876861572266,139634400,-0.010743989604906079
2019-05-10,47.757831561088196,48.10376448938143,46.63295248435786,47.699771881103516,164834800,-0.01385376651643122
2019-05-13,45.40890365211874,45.83708146743175,44.233221527717696,44.9275016784668,229722400,-0.058119150119771645
2019-05-14,45.094405358813546,45.89028695292353,44.85249556602929,45.638702392578125,146118800,0.015829963553308346
2019-05-15,45.0605492811993,46.38621424001008,45.000071818044134,46.185428619384766,106178800,0.011979442844447519
2019-05-16,45.94110309156924,46.5603917519116,45.68225776566356,45.98222732543945,132125600,-0.004399684056629605
2019-05-17,45.22021112645355,46.18059362474984,45.179086890686044,45.72096633911133,131516400,-0.0056817818867069825
2019-05-20,44.395298182826195,44.596083807957605,43.611508913894724,44.29127502441406,154449200,-0.03126992776340898
2019-05-21,44.806544075021435,45.47905318317464,44.680749915645215,45.140380859375,113459200,0.019170950361959482
2019-05-22,44.671073588045054,44.92507966766461,44.1606436591672,44.21628189086914,118994400,-0.02047166973146919
2019-05-23,43.49538837739133,43.67439929003493,43.01398648457047,43.46152114868164,146118800,-0.017069746932823038
2019-05-24,43.592157171842096,44.06146290309485,43.209939140113065,43.29460906982422,94858800,-0.0038404564416053555
2019-05-28,43.282507519692835,43.68649650384762,43.03817991358758,43.1155891418457,111792800,-0.004134924227859327
2019-05-29,42.67773804938721,43.38653587509895,42.576136348777815,42.90997314453125,113924800,-0.0047689478772514615
2019-05-30,43.04786028208254,43.35750461789242,42.73821594627267,43.132530212402344,84873600,0.005186604687946739
2019-05-31,42.631782275573045,43.05754607827444,42.33181635049046,42.35116958618164,108174400,-0.018115344088857288
2019-06-03,42.47937083683503,43.0405997654252,41.18999090248064,41.922977447509766,161584400,-0.01011051507799643
2019-06-04,42.44067095972897,43.502655210850406,42.21811430772025,43.45669174194336,123872000,0.03658409750008573
2019-06-05,44.579142813405376,44.75090041545458,43.81954610105252,44.15821838378906,119093600,0.01614312120240413
2019-06-06,44.288862067433755,44.867026543349965,44.063883955549024,44.806549072265625,90105200,0.014681993798793647
2019-06-07,45.118605236922775,46.42733842415191,44.93959430856891,45.9991569519043,122737600,0.026616820628502014
2019-06-10,46.400722573822925,47.261920953377334,46.35475911683812,46.58699417114258,104883600,0.012779304191442353
2019-06-11,47.13855344508687,47.414330526006445,46.83374836341304,47.12645721435547,107731600,0.01157969198938047
