datetime,open,high,low,close,volume
2024-09-12 09:30:00-04:00,221.67999267578125,222.5800018310547,221.62010192871094,221.67999267578125,951777
2024-09-12 09:31:00-04:00,221.74000549316406,222.0850067138672,221.36000061035156,221.67990112304688,215150
2024-09-12 09:32:00-04:00,221.69000244140625,221.91000366210938,221.52000427246094,221.8699951171875,140828
2024-09-12 09:33:00-04:00,221.85000610351562,222.068603515625,221.6199951171875,221.98500061035156,166094
2024-09-12 09:34:00-04:00,221.97000122070312,221.97000122070312,221.52000427246094,221.64999389648438,192382
2024-09-12 09:35:00-04:00,221.66000366210938,221.77760314941406,221.1199951171875,221.30999755859375,176798
2024-09-12 09:36:00-04:00,221.34500122070312,221.4499969482422,221.02999877929688,221.11000061035156,127501
2024-09-12 09:37:00-04:00,221.10989379882812,221.67520141601562,220.9199981689453,221.60000610351562,195003
2024-09-12 09:38:00-04:00,221.60000610351562,221.72250366210938,221.4010009765625,221.4199981689453,135952
2024-09-12 09:39:00-04:00,221.41000366210938,221.4600067138672,220.8300018310547,220.90499877929688,162036
2024-09-12 09:40:00-04:00,220.92999267578125,221.48989868164062,220.92999267578125,221.3000030517578,139470
2024-09-12 09:41:00-04:00,221.2899932861328,221.38929748535156,220.9199981689453,221.04989624023438,127269
2024-09-12 09:42:00-04:00,221.01499938964844,221.289794921875,220.9499969482422,221.2100067138672,98832
2024-09-12 09:43:00-04:00,221.17999267578125,221.24000549316406,220.75,220.80999755859375,196235
2024-09-12 09:44:00-04:00,220.80999755859375,221.10850524902344,220.64999389648438,221.0500030517578,231911
2024-09-12 09:45:00-04:00,221.03970336914062,221.14999389648438,220.97000122070312,221.03970336914062,103928
2024-09-12 09:46:00-04:00,221.03500366210938,221.0946044921875,220.6999969482422,220.71719360351562,126262
2024-09-12 09:48:00-04:00,220.47000122070312,220.625,220.42999267578125,220.5500030517578,335545
2024-09-12 09:49:00-04:00,220.52999877929688,220.61000061035156,219.92999267578125,220.00999450683594,252535
